"Intent";"result"
"personEthnicity.update";"""adjust my racial identity"""
"personEthnicity.update";"""modify my race"""
"personEthnicity.update";"""change my ethnic group"""
"personEthnicity.update";"""update my ethnicity"""
"personEthnicity.update";"""update my ethinicity"""
"personEthnicity.update";"""change personal ethinicity"""
"personGender.update";"""I prefer not to share my gender"""
"personGender.update";"""I don't want to state my gender"""
"personGender.update";"""I'm male"""
"personGender.update";"""I am female"""
"personGender.update";"""I am a man"""
"personGender.update";"""my gender is man"""
"personGender.update";"""I'm a woman"""
"personGender.update";"""correct personal gender"""
"personGender.update";"""correct gender"""
"personGender.update";"""edit my gender"""
"personGender.update";"""adjust gender"""
"personGender.update";"""modify my gender"""
"personGender.update";"""change gender"""
"personGender.update";"""update my gender"""
"personGovernmentRegistration.create";"""add my government documents"""
"personGovernmentRegistration.create";"""establish my gov registration"""
"personGovernmentRegistration.create";"""create my government documentation"""
"personGovernmentRegistration.create";"""create my government docs"""
"personGovernmentRegistration.create";"""create personal government registration"""
"personGovernmentRegistration.create";"""establish my gov matriculation"""
"personGovernmentRegistration.create";"""make my government documentation"""
"personGovernmentRegistration.create";"""add personal government registration"""
"personGovernmentRegistration.create";"""add my gov docs"""
"personGovernmentRegistration.create";"""add my passport"""
"personGovernmentRegistration.create";"""create my passport"""
"personGovernmentRegistration.create";"""add my driver license"""
"personGovernmentRegistration.create";"""create my driver license"""
"personGovernmentRegistration.create";"""create my SSN"""
"personGovernmentRegistration.create";"""add my social security number"""
"personGovernmentRegistration.create";"""my new SSN"""
"personGovernmentRegistration.create";"""establish my social security number"""
"personGovernmentRegistration.create";"""add my VISA"""
"personGovernmentRegistration.create";"""create my visa"""
"personGovernmentRegistration.create";"""establish my VISA documentation"""
"personGovernmentRegistration.update";"""update personal government docs"""
"personGovernmentRegistration.update";"""change my gov doc"""
"personGovernmentRegistration.update";"""modify personal government enrollment"""
"personGovernmentRegistration.update";"""change my government registration"""
"personGovernmentRegistration.update";"""update my government docs"""
"personGovernmentRegistration.update";"""edit my government documents"""
"personGovernmentRegistration.update";"""edit personal government reg"""
"personGovernmentRegistration.update";"""modify my government registration"""
"personGovernmentRegistration.update";"""update personal government enrollment"""
"personGovernmentRegistration.update";"""update my government registration"""
"personGovernmentRegistration.update";"""update my passport"""
"personGovernmentRegistration.update";"""edit my passport"""
"personGovernmentRegistration.update";"""change my passport"""
"personGovernmentRegistration.update";"""change my driver license"""
"personGovernmentRegistration.update";"""update my driver license"""
"personGovernmentRegistration.update";"""edit my driver license"""
"personGovernmentRegistration.update";"""change my SSN"""
"personGovernmentRegistration.update";"""modify my SSN"""
"personGovernmentRegistration.update";"""edit my SSN"""
"personGovernmentRegistration.update";"""update my social security number"""
"personGovernmentRegistration.update";"""modify my social security"""
"personGovernmentRegistration.update";"""update my VISA"""
"personGovernmentRegistration.update";"""edit my visa"""
"personGovernmentRegistration.update";"""change my VISA"""
"personGovernmentRegistration.update";"""modify my personal visa"""
"personHeight.update";"""I am 5 feet 8 inches"""
"personHeight.update";"""I'm six feet tall"""
"personHeight.update";"""I am 5'2"""
"personHeight.update";"""correct height"""
"personHeight.update";"""edit how tall I am"""
"personHeight.update";"""adjust my height"""
"personHeight.update";"""modify height"""
"personHeight.update";"""change how tall I am"""
"personHeight.update";"""update my height"""
"personHeight.update";"""correct my height"""
"personHeight.update";"""adjust personal height"""
"personHeight.update";"""update height"""
"personHeight.update";"""edit personal tall"""
"personHeight.update";"""my height is 5 feet 9 inches"""
"personHeight.update";"""height is 6'8"""
"personLGBT.update";"""I am transgender"""
"personLGBT.update";"""I identify as bisexual"""
"personLGBT.update";"""I am a lesbian"""
"personLGBT.update";"""I'm gay"""
"personLGBT.update";"""correct gay status"""
"personLGBT.update";"""edit orientation"""
"personLGBT.update";"""adjust LGBT status"""
"personLGBT.update";"""modify my gender identity"""
"personLGBT.update";"""change LGBT identity"""
"personLGBT.update";"""update my sexual orientation"""
"personLGBT.update";"""updates in LGBT status"""
"personLGBT.update";"""need to update LGBT status"""
"personLGBT.update";"""update my sex preferences"""
"personLGBT.update";"""change my gender"""
"personLGBT.update";"""change personal gender"""
"personLGBT.update";"""I am bisexual"""
"personLGBT.update";"""I am lesbian"""
"personLGBT.update";"""I am gay"""
"personLGBT.update";"""change LGBT status"""
"personLGBT.update";"""update my LGB status"""
"personLGBT.update";"""modify my sexual preferences"""
"personLGBT.update";"""modify LGBT status personall"""
"personLGBT.update";"""I want to change my LGBT status"""
"personLGBT.update";"""change my LGBT status"""
"personLGBT.update";"""modify personal LGB status"""
"personLGBT.update";"""change personal LGBT status"""
"personMaritalStatus.update";"""My marital status changed"""
"personMaritalStatus.update";"""I'm not in a domestic partnership"""
"personMaritalStatus.update";"""I'm in a domestic partnership"""
"personMaritalStatus.update";"""I'm a widower"""
"personMaritalStatus.update";"""I'm a widow"""
"personMaritalStatus.update";"""My wife died"""
"personMaritalStatus.update";"""My husband died"""
"personMaritalStatus.update";"""I got divorced"""
"personMaritalStatus.update";"""I'm getting divorced"""
"personMaritalStatus.update";"""I got married"""
"personMaritalStatus.update";"""I'm getting married"""
"personMaritalStatus.update";"""I'm not married anymore"""
"personMaritalStatus.update";"""I'm divorced"""
"personMaritalStatus.update";"""i'm married"""
"personMaritalStatus.update";"""I'm single"""
"personMaritalStatus.update";"""correct my marriage status"""
"personMaritalStatus.update";"""edit my marital status"""
"personMaritalStatus.update";"""adjust single status"""
"personMaritalStatus.update";"""modify married status"""
"personMaritalStatus.update";"""change my marriage information"""
"personMaritalStatus.update";"""update my marital status"""
"personMaritalStatus.update";"""I'm unmarried now"""
"personMaritalStatus.update";"""change my marriage status"""
"personMaritalStatus.update";"""change my status from single to married"""
"personMaritalStatus.update";"""I divorced"""
"personMaritalStatus.update";"""I divorce"""
"personMaritalStatus.update";"""personal marriage include"""
"personMaritalStatus.update";"""my personal marital status now is domestic partnership"""
"personMaritalStatus.update";"""myself got married"""
"personMaritalStatus.update";"""Update marital status"""
"personMaritalStatus.update";"""change marital status"""
"personMaritalStatus.update";"""modify my marital status"""
"personMaritalStatus.update";"""adjust my marital status"""
"personMaritalStatus.update";"""got married"""
"personMaritalStatus.update";"""got divorced"""
"personName.update";"""change my given name"""
"personName.update";"""change family name"""
"personName.update";"""correct family name"""
"personName.update";"""correct personal given name"""
"personName.update";"""I need to edit my name"""
"personName.update";"""update my name"""
"personName.update";"""change my name"""
"personName.update";"""edit my name"""
"personName.update";"""correct my name"""
"personName.update";"""adjust my name"""
"personName.update";"""adjust personal name"""
"personName.update";"""update name"""
"personName.update";"""my name"""
"personName.update";"""correct name"""
"personPersonalAddress.update";"""correct address details"""
"personPersonalAddress.update";"""edit address information"""
"personPersonalAddress.update";"""adjust address"""
"personPersonalAddress.update";"""modify my address"""
"personPersonalAddress.update";"""change my home address"""
"personPersonalAddress.update";"""update address"""
"personPersonalAddress.update";"""address adjustment"""
"personPersonalAddress.update";"""edit my address"""
"personPersonalAddress.update";"""change personal address"""
"personPersonalAddress.update";"""change street address"""
"personPersonalAddress.update";"""change home address for me"""
"personPersonalAddress.update";"""update my home address"""
"personPersonalAddress.update";"""update personal address"""
"personPersonalAddress.update";"""change address"""
"personPersonalAddress.update";"""I moved"""
"personPersonalAddress.update";"""I moved from home"""
"personPersonalContacts.update";"""correct my emergency contacts information"""
"personPersonalContacts.update";"""edit emergency contact details"""
"personPersonalContacts.update";"""adjust my emergency contact address"""
"personPersonalContacts.update";"""modify emergency contact email address"""
"personPersonalContacts.update";"""change emergency contact phone number"""
"personPersonalContacts.update";"""update emergency contact name"""
"personPersonalContacts.update";"""correct my emergency contacts"""
"personPersonalContacts.update";"""edit emergency contacts"""
"personPersonalContacts.update";"""adjust my emergency contact"""
"personPersonalContacts.update";"""modify emergency contacts"""
"personPersonalContacts.update";"""change my emergency contact"""
"personPersonalContacts.update";"""update emergency contacts"""
"personPersonalContacts.update";"""correct my personal contacts"""
"personPersonalContacts.update";"""edit personal contacts"""
"personPersonalContacts.update";"""adjust my personal contact"""
"personPersonalContacts.update";"""modify personal contacts"""
"personPersonalContacts.update";"""change my personal contact"""
"personPersonalContacts.update";"""update personal contacts"""
"personPersonalEmail.update";"""correct my email details"""
"personPersonalEmail.update";"""edit my email information"""
"personPersonalEmail.update";"""adjust personal email address"""
"personPersonalEmail.update";"""modify personal email"""
"personPersonalEmail.update";"""change my email address"""
"personPersonalEmail.update";"""update my email"""
"personPersonalEmail.update";"""modify mail address"""
"personPersonalEmail.update";"""change my personal mail address"""
"personPersonalEmail.update";"""update my mail address"""
"personPersonalEmail.update";"""e-mail modification"""
"personPersonalEmail.update";"""modify e-mail"""
"personPersonalEmail.update";"""change e-mail"""
"personPersonalEmail.update";"""Modify personal e-mail"""
"personPersonalEmail.update";"""change my e-mail"""
"personPersonalEmail.update";"""update personal e-mail"""
"personPersonalEmail.update";"""Change personal email"""
"personPersonalEmail.update";"""Can you pls update e-mail personal"""
"personPersonalEmail.update";"""Adjust personal e-mail"""
"personPersonalEmail.update";"""change my email"""
"personPersonalEmail.update";"""I need to have my personal email address changed"""
"personPersonalEmail.update";"""Update my e-mail"""
"personPersonalPhoneNumber.update";"""update personal cellular phone"""
"personPersonalPhoneNumber.update";"""change my cell phone"""
"personPersonalPhoneNumber.update";"""change my mobile phone number"""
"personPersonalPhoneNumber.update";"""update mobile number"""
"personPersonalPhoneNumber.update";"""modify number"""
"personPersonalPhoneNumber.update";"""adjust phone"""
"personPersonalPhoneNumber.update";"""change phone"""
"personPersonalPhoneNumber.update";"""update number"""
"personPersonalPhoneNumber.update";"""update phone"""
"personPersonalPhoneNumber.update";"""update my phone"""
"personPersonalPhoneNumber.update";"""Update my phone"""
"personPersonalPhoneNumber.update";"""Change personal phone"""
"personPersonalPhoneNumber.update";"""Change my personal phone number"""
"personPersonalPhoneNumber.update";"""Update my personal phone number"""
"personPersonalPhoneNumber.update";"""change my phone"""
"personPersonalPhoneNumber.update";"""I need to have my personal phone number changed"""
"personPersonalPhoneNumber.update";"""Please adjust personal phone number"""
"personPersonalPhoneNumber.update";"""Updt phone number personal"""
"personPersonalPhoneNumber.update";"""Can you please update personal phone number"""
"personPersonalPhoneNumber.update";"""Modify personal phone number"""
"personSocialNetwork.update";"""correct my social network"""
"personSocialNetwork.update";"""edit my website information"""
"personSocialNetwork.update";"""adjust Twitter details"""
"personSocialNetwork.update";"""modify personal Facebook account"""
"personSocialNetwork.update";"""change my social network info"""
"personSocialNetwork.update";"""update my website address"""
"personSocialNetwork.update";"""change my LinkedIn details"""
"personSocialNetwork.update";"""change Twitter info"""
"personSocialNetwork.update";"""update my website information"""
"personSocialNetwork.update";"""modify personal social network details"""
"personSocialNetwork.update";"""change social network"""
"personSocialNetwork.update";"""update Facebook"""
"personSocialNetwork.update";"""correct personal website details"""
"personSocialNetwork.update";"""edit social network information"""
"personSocialNetwork.update";"""adjust my Twitter information"""
"personSocialNetwork.update";"""modify LinkedIn account information"""
"personSocialNetwork.update";"""change my Facebook details"""
"personSocialNetwork.update";"""update social network details"""
"personStudentStatus.update";"""I don't go to school anymore"""
"personStudentStatus.update";"""I'm not a student"""
"personStudentStatus.update";"""I dropped out of school"""
"personStudentStatus.update";"""I'm going to school"""
"personStudentStatus.update";"""I enrolled in school"""
"personStudentStatus.update";"""I'm a student"""
"personStudentStatus.update";"""correct my student status"""
"personStudentStatus.update";"""edit my student information"""
"personStudentStatus.update";"""adjust my student details"""
"personStudentStatus.update";"""modify student details"""
"personStudentStatus.update";"""change student information"""
"personStudentStatus.update";"""update student status"""
"personTobaccoUsageStatus.update";"""I don't use tobacco products"""
"personTobaccoUsageStatus.update";"""I smoke cigarettes"""
"personTobaccoUsageStatus.update";"""I don't smoke any more"""
"personTobaccoUsageStatus.update";"""I stopped smoking"""
"personTobaccoUsageStatus.update";"""correct smoking information"""
"personTobaccoUsageStatus.update";"""edit smoking details"""
"personTobaccoUsageStatus.update";"""adjust my tobacco information"""
"personTobaccoUsageStatus.update";"""modify tobacco usage"""
"personTobaccoUsageStatus.update";"""change cigarette usage"""
"personTobaccoUsageStatus.update";"""update tobacco product usage"""
"personTobaccoUsageStatus.update";"""adjust my smoking status"""
"personTobaccoUsageStatus.update";"""stopped smoking from 12/7/2017"""
"personTobaccoUsageStatus.update";"""change tobacco details"""
"personTobaccoUsageStatus.update";"""update tobacco indicator"""
"personTobaccoUsageStatus.update";"""change tobacco indicator I started smoking"""
"personTobaccoUsageStatus.update";"""I smoke"""
"personTobaccoUsageStatus.update";"""Change my tobacco status"""
"personTobaccoUsageStatus.update";"""modify my smoking status"""
"personTobaccoUsageStatus.update";"""adjust personal tobacco status"""
"personTobaccoUsageStatus.update";"""modify personal smoking status"""
"personTobaccoUsageStatus.update";"""modify tobacco status personal"""
"personTobaccoUsageStatus.update";"""I use tobacco"""
"personTobaccoUsageStatus.update";"""I quit smoking"""
"personVeteranStatus.update";"""change person military status"""
"personVeteranStatus.update";"""change personal veteran status"""
"personVeteranStatus.update";"""I'm no longer in the military"""
"personVeteranStatus.update";"""I'm not in the military"""
"personVeteranStatus.update";"""I am a veteran"""
"personVeteranStatus.update";"""I'm in the military"""
"personVeteranStatus.update";"""correct veteran status"""
"personVeteranStatus.update";"""edit military service"""
"personVeteranStatus.update";"""adjust veteran information"""
"personVeteranStatus.update";"""modif military info"""
"personVeteranStatus.update";"""modify military information"""
"personVeteranStatus.update";"""change my military status"""
"personVeteranStatus.update";"""update my veteran status"""
"position.activate";"""activate position"""
"position.activate";"""make activation position"""
"position.activate";"""activate pos"""
"position.activate";"""init job pos"""
"position.activate";"""init pos"""
"position.activate";"""make active job position"""
"position.activate";"""activate new position"""
"position.activate";"""initiate new position"""
"position.create";"""position"""
"position.create";"""create new pos"""
"position.create";"""create new position"""
"position.create";"""add job position"""
"position.create";"""add position"""
"position.create";"""make new position"""
"position.create";"""new position"""
"position.create";"""new job pos"""
"position.create";"""new job position"""
"position.create";"""create a position"""
"position.create";"""position """
"position.deactivate";"""disable pos"""
"position.deactivate";"""stop pos"""
"position.deactivate";"""deactivate position"""
"position.deactivate";"""disable position"""
"position.deactivate";"""deactivate pos"""
"position.deactivate";"""stop position"""
"position.deactivate";"""make position inactive"""
"position.deactivate";"""inactivate position"""
"position.deactivate";"""deactivate a position"""
"position.delete";"""elim job position"""
"position.delete";"""deletion of job position"""
"position.delete";"""remove position"""
"position.delete";"""get rid of job position"""
"position.delete";"""delete job position"""
"position.delete";"""eliminate position"""
"position.delete";"""eliminate job pos"""
"position.delete";"""remove a job position"""
"position.delete";"""delete a position"""
"position.update";"""position"""
"position.update";"""make modifications to job position"""
"position.update";"""adjust job position"""
"position.update";"""make changes to position"""
"position.update";"""modify pos"""
"position.update";"""correct job position"""
"position.update";"""modify position"""
"position.update";"""update job pos"""
"position.update";"""change job position"""
"position.update";"""update a position"""
"positionRelationships.update";"""create pos relation"""
"positionRelationships.update";"""new position relation"""
"positionRelationships.update";"""new pos relationship"""
"positionRelationships.update";"""make new position relationship"""
"positionRelationships.update";"""create pos relationship"""
"positionRelationships.update";"""start a position relationship"""
"positionRelationships.update";"""make new position relation"""
"positionRelationships.update";"""create a position relationship"""
"positionRelationships.update";"""delete a position relationship"""
"positionRelationships.update";"""del position relation"""
"positionRelationships.update";"""eliminate position relationship"""
"positionRelationships.update";"""del pos relationship"""
"positionRelationships.update";"""get rid of position relationship"""
"positionRelationships.update";"""delete pos relationship"""
"positionRelationships.update";"""remove position relation"""
"positionRelationships.update";"""eliminate pos relation"""
"positionRelationships.update";"""update a position relationship"""
"positionRelationships.update";"""change position relation"""
"positionRelationships.update";"""modify position relationship"""
"positionRelationships.update";"""change pos relationship"""
"positionRelationships.update";"""make modifications to position relationship"""
"positionRelationships.update";"""modify pos relationship"""
"positionRelationships.update";"""edit position relation"""
"positionRelationships.update";"""update pos relation"""
"positionRelationships.update";"""assign HR partner"""
"positionRelationships.update";"""update HR partner"""
"positionRelationships.update";"""remove HR partner"""
"positionRelationships.update";"""assign HR administrator"""
"positionRelationships.update";"""update HR administrator"""
"positionRelationships.update";"""assign talent partner administrator"""
"positionRelationships.update";"""update talent partner administrator"""
"positionRelationships.update";"""remove talent partner administrator"""
"positionRelationships.update";"""assign payroll partner administrator"""
"positionRelationships.update";"""update payroll partner administrator"""
"positionRelationships.update";"""remove payroll partner administrator"""
"positionRelationships.update";"""assign compensation partner administrator"""
"positionRelationships.update";"""update compensation partner administrator"""
"positionRelationships.update";"""remove compensation partner administrator"""
"positionRelationships.update";"""assign time partner administrator"""
"positionRelationships.update";"""update time partner administrator"""
"positionRelationships.update";"""remove time partner administrator"""
"positionRelationships.update";"""assign tax partner administrator"""
"positionRelationships.update";"""update tax partner administrator"""
"positionRelationships.update";"""remove tax partner administrator"""
"positionRelationships.update";"""assign benefits partner administrator"""
"positionRelationships.update";"""update finance partner administrator"""
"positionRelationships.update";"""remove benefits partner administrator"""
"positionRelationships.update";"""assign dotted line reporting"""
"positionRelationships.update";"""update dotted line reporting"""
"promote";"""promote worker to another unit"""
"promote";"""promote my worker"""
"promote";"""give promotion worker"""
"promote";"""promotion to this worker"""
"promote";"""promote associate """
"promote";"""elevate worker"""
"promote";"""upgrade this worker"""
"promote";"""upgrade associate"""
"promote";"""increase worker"""
"promote";"""give a merit to Dan"""
"promote";"""provide merit to worker"""
"promote";"""give raise to Anthony"""
"promote";"""need to provide more money to associate"""
"promote";"""worker is to receive more merit"""
"question.detect";"""What is my e-mail?"""
"question.detect";"""Who is Boston Supervisor?"""
"question.detect";"""What languages Danny speaks?"""
"question.detect";"""Where did Teresa Brown studied?"""
"question.detect";"""Who is my supervisor?"""
"question.detect";"""What is my PersonID?"""
"question.detect";"""Where did Katherine graduated?"""
"question.detect";"""And Violet Cohen contacts?"""
"question.detect";"""What are my benefits?"""
"question.detect";"""Who is our region manager?"""
"question.detect";"""What is Teresa AssociateID?"""
"question.detect";"""What's Danny's salary?"""
"question.detect";"""Violet Cohen contacts?"""
"question.detect";"""Where Danny Ocean studied?"""
"question.detect";"""Which languages Teresa speaks?"""
"question.detect";"""Who is sales VP?"""
"question.detect";"""Who is Teresa Brown HR partner?"""
"question.detect";"""Who reports to me?"""
"question.detect";"""What is Corey email?"""
"question.detect";"""How many vacations days left I have?"""
"question.detect";"""What is Teresa phone number?"""
"question.detect";"""What is Teresa compensation?"""
"question.detect";"""What is my user name?"""
"question.detect";"""What is Anthony Albright phone number?"""
"question.detect";"""When was last time Danny Ocean took vacation?"""
"question.detect";"""What is my salary?"""
"question.detect";"""What are Violet Cohen contacts?"""
"question.detect";"""When last last time Teresa took vacation?"""
"question.detect";"""Who is New York supervisor?"""
"question.detect";"""What are the contacts of Violet?"""
"question.detect";"""Who is Danny Ocean compensation partner?"""
"question.detect";"""Is she married?"""
"question.detect";"""Is he single?"""
"question.detect";"""Is Teresa divorced?"""
"question.detect";"""How old is she?"""
"question.detect";"""How old is Danny Ocean?"""
"question.detect";"""How old am i?"""
"resign.revoke";"""revoke resign"""
"resign.revoke";"""revoke resignation"""
"resign.revoke";"""revoke worker resignation"""
"resign.revoke";"""drop worker departure"""
"resign.revoke";"""rvk resignation"""
"resign.revoke";"""drop associate resignation"""
"resign.revoke";"""abandon resignation"""
"resign.revoke";"""cancel worker retirement"""
"resign.revoke";"""drop resignation"""
"resign.revoke";"""revoke resignation"""
"resign.revoke";"""cancel resignation"""
"resign.revoke";"""revoke retirement"""
"resign.revoke";"""cancel retirement"""
"resign.revoke";"""cancel worker resignation"""
"termination.revoke";"""revoke terminate"""
"termination.revoke";"""revoke termination"""
"termination.revoke";"""revoke worker termination"""
"termination.revoke";"""drop worker termination"""
"termination.revoke";"""rvk termination"""
"termination.revoke";"""drop associate termination"""
"termination.revoke";"""abandon termination"""
"termination.revoke";"""drop termination"""
"transfer";"""transfer worker to another unit"""
"transfer";"""transfer my worker"""
"transfer";"""transfer worker"""
"transfer";"""transfer this worker"""
"transfer";"""send associate away"""
"transfer";"""transfer associate to another place"""
"transfer";"""transfer associate"""
"transfer";"""make transfer associate"""
"transfer";"""make transfer worker"""
"vendor.activate";"""activate third party"""
"vendor.activate";"""start merchant"""
"vendor.activate";"""start vendor"""
"vendor.activate";"""launch vendor"""
"vendor.activate";"""launch merchant"""
"vendor.activate";"""open third party"""
"vendor.activate";"""open third-party"""
"vendor.activate";"""switch on vendor"""
"vendor.activate";"""turn on merchant"""
"vendor.activate";"""init third-party"""
"vendor.activate";"""initiate third-party"""
"vendor.activate";"""activate vendor"""
"vendor.create";"""establish vendor"""
"vendor.create";"""set up merchant"""
"vendor.create";"""make third-party vendor"""
"vendor.create";"""make third-party"""
"vendor.create";"""include vendor"""
"vendor.create";"""add vendor"""
"vendor.create";"""create merchant"""
"vendor.create";"""start third-party"""
"vendor.create";"""new vendor"""
"vendor.create";"""I need to include new vendor"""
"vendor.create";"""make a new 3rd party"""
"vendor.create";"""add a new merchant"""
"vendor.create";"""create vendor"""
"vendor.create";"""new merchant"""
"vendor.create";"""vendor include"""
"vendor.create";"""set up new vendor"""
"vendor.deactivate";"""deactivate third-party"""
"vendor.deactivate";"""deactivate merchant"""
"vendor.deactivate";"""stop vendor"""
"vendor.deactivate";"""turn off merchant"""
"vendor.deactivate";"""shut off third-party"""
"vendor.deactivate";"""vendor inactivation"""
"vendor.deactivate";"""inactivate vendor"""
"vendor.deactivate";"""disconnect merchant"""
"vendor.deactivate";"""disable third-party"""
"vendor.deactivate";"""vendor deactivation"""
"vendor.deactivate";"""deactivate vendor"""
"vendor.delete";"""elim third-party"""
"vendor.delete";"""get rid of third-party"""
"vendor.delete";"""take away vendor third party"""
"vendor.delete";"""take away vendor"""
"vendor.delete";"""eliminate merchant"""
"vendor.delete";"""rem third-party"""
"vendor.delete";"""remove third-party"""
"vendor.delete";"""del vendor"""
"vendor.delete";"""delete vendor"""
"vendor.delete";"""eliminate 3rd party"""
"vendor.delete";"""eliminate vendor"""
"vendor.delete";"""remove vendor"""
"vendor.delete";"""rem vendor"""
"vendor.delete";"""delete merchant"""
"vendor.delete";"""get rid of a vendor"""
"vendor.delete";"""delete 3rd party"""
"vendor.update";"""adjust merchant"""
"vendor.update";"""correct merchant"""
"vendor.update";"""edit third-party vendor"""
"vendor.update";"""edit third-party"""
"vendor.update";"""adjust vendor"""
"vendor.update";"""modif merchant"""
"vendor.update";"""modify merchant"""
"vendor.update";"""change third-party vendor"""
"vendor.update";"""change third-party"""
"vendor.update";"""updt vendor"""
"vendor.update";"""update vendor"""
"view.job";"""review open position"""
"view.job";"""check out job listing"""
"view.job";"""see position"""
"view.job";"""look at posting"""
"view.job";"""view job"""
"view.job";"""read job description"""
"workAssignment.create";"""create work assignment"""
"workAssignment.create";"""new work assignment"""
"workAssignment.create";"""new job assignment"""
"workAssignment.create";"""generate work assignment"""
"workAssignment.create";"""create job assignment"""
"workAssignment.create";"""work assignment for worker"""
"workAssignment.create";"""Teresa work assignment"""
"workAssignment.create";"""job assignment for Katherine"""
"workAssignment.create";"""job assignment"""
"worker.changeJob";"""change Teresa job"""
"worker.changeJob";"""modify Dan job"""
"worker.changeJob";"""new job for Martha"""
"worker.changeJob";"""edit Bruno job"""
"worker.changeJob";"""make changes in Teresa job"""
"worker.changeJob";"""modify Katherine job"""
"worker.changeJob";"""update Charles job"""
"worker.changeJob";"""make update in Nancy job"""
"worker.changeJob";"""Emily new job"""
"worker.changeJob";"""new job for Roberto"""
"worker.changeJob";"""worker Teresa has a new job"""
"worker.changeLevel";"""change Martha level"""
"worker.changeLevel";"""update Anthony level"""
"worker.changeLevel";"""modify level of employee Bruno"""
"worker.changeLevel";"""i need to make changes on Teresa job level"""
"worker.changeLevel";"""Anthony Albright job level update"""
"worker.changeLevel";"""make changes in Nancy level"""
"worker.changeLevel";"""Dan level update"""
"worker.changeLevel";"""change Katherine level"""
"worker.changeLocation";"""change Martha location"""
"worker.changeLocation";"""update Anthony location of work"""
"worker.changeLocation";"""update Anthony loc"""
"worker.changeLocation";"""modify Dan location"""
"worker.changeLocation";"""update Bruno location"""
"worker.changeLocation";"""new job location for Martha"""
"worker.changeLocation";"""Katherine job location change"""
"worker.changeLocation";"""Nick place of work update"""
"worker.changeLocation";"""Katherine modify location"""
"worker.changeManager";"""change Martha boss"""
"worker.changeManager";"""update Anthony manager"""
"worker.changeManager";"""update Anthony boss"""
"worker.changeManager";"""modify Dan manager"""
"worker.changeManager";"""update Bruno boss"""
"worker.changeManager";"""new manager for Martha"""
"worker.changeManager";"""Katherine boss change"""
"worker.changeManager";"""Katherine manager changed"""
"worker.changeManager";"""Nick manager update"""
"worker.changeManager";"""Katherine modify boss"""
"worker.changeOrganization";"""change Martha organization"""
"worker.changeOrganization";"""update Anthony org"""
"worker.changeOrganization";"""modify org of employee Bruno"""
"worker.changeOrganization";"""make changes on Teresa organization"""
"worker.changeOrganization";"""Anthony Albright org update"""
"worker.changeOrganization";"""make changes in Nancy organization"""
"worker.changeOrganization";"""Dan org update"""
"worker.changeOrganization";"""Dan organization update"""
"worker.changeOrganization";"""change Katherine org"""
"worker.changeOrganization";"""change Katherine organization"""
"worker.changeOrganization";"""change worker department"""
"worker.changeOrganization";"""change Teresa department"""
"worker.changeOrganization";"""change associate department"""
"worker.changeOrganization";"""modify associate department"""
"worker.changeOrganization";"""modify worker office"""
"worker.changeOrganization";"""change worker dept"""
"worker.changeOrganization";"""update worker position"""
"worker.changeOrganization";"""update associate division"""
"worker.changeOrganization";"""modify Anthony dept"""
"worker.changeOrganization";"""modify Dan dept"""
"worker.changeOrganization";"""modify worker dept"""
"worker.changeOrganization";"""change Teresa dept"""
"worker.changeOrganization";"""modif Dan division"""
"worker.changePosition";"""change worker position"""
"worker.changePosition";"""change employee position"""
"worker.changePosition";"""change associate position"""
"worker.changePosition";"""modify associate position"""
"worker.changePosition";"""modify worker position"""
"worker.changePosition";"""update worker position"""
"worker.changePosition";"""update associate position"""
"worker.changePosition";"""make modifications to worker"""
"worker.changePosition";"""adapt employee position"""
"worker.changePosition";"""correct worker position"""
"worker.changePosition";"""Emily new position"""
"worker.changePosition";"""new position for Roberto"""
"worker.changePosition";"""worker Teresa has a new position"""
"worker.hire";"""make hire agreement with Martha"""
"worker.hire";"""make hire agreement with worker"""
"worker.hire";"""employ worker"""
"worker.hire";"""employ Pascual"""
"worker.hire";"""bring in worker"""
"worker.hire";"""bring in employee"""
"worker.hire";"""hire Danny"""
"worker.hire";"""make employment contract with Katherine"""
"worker.hire";"""hire Anthony"""
"worker.hire";"""make hire employee"""
"worker.hire";"""hire worker"""
"worker.resign";"""worker resign"""
"worker.resign";"""worker is leaving"""
"worker.resign";"""Anthony is resigning"""
"worker.resign";"""associate is dropping job"""
"worker.resign";"""worker abdicate job"""
"worker.resign";"""resign employee Katherine"""
"worker.resign";"""Anthony resign"""
"worker.resign";"""associate is resigning"""
"worker.resign";"""employee want to resign"""
"worker.resign";"""I want to exit"""
"worker.resign";"""I want to quit"""
"worker.resign";"""worker wants to quit and resign"""
"worker.resign";"""Roberto is quitting"""
"worker.resign";"""associate wants to exit his job"""
"worker.retire";"""worker Daniel will retire"""
"worker.retire";"""laborer retire"""
"worker.retire";"""worker going on retire"""
"worker.retire";"""associate Pascual retreat"""
"worker.retire";"""employee Raquel retire"""
"worker.retire";"""employee is retiring"""
"worker.retire";"""worker Anthony retire"""
"worker.retire";"""employee retreat"""
"worker.retire";"""associate retire"""
"worker.retire";"""worker is retiring"""
"worker.terminate";"""I want to fire Teresa"""
"worker.terminate";"""employee to be fired"""
"worker.terminate";"""fire Dan"""
"worker.terminate";"""fire worker"""
"worker.terminate";"""dissolve worker Danny"""
"worker.terminate";"""terminate Pascual"""
"worker.terminate";"""terminate laborer"""
"worker.terminate";"""I need to dissolve a worker"""
